population,run,group,year,contact_type,condition,age_category,cost_location,engage_tier,cost_attributed,total_cost,members,employees,visits,members_clm,hierarchy,pmpy_cost,pmpy_cost_clm,avg_risk,pmpy_cost_risk,pmpy_cost_clm_risk
Outreach,run1,Engaged,2017,HA Case Calls,Total,36-50,Office Visit,,Member,25063.76,259,187,132,101,,96.771274131,248.1560396,2.0654020843,46.853479459,120.14902158
Outreach,run1,Engaged,2017,HA Case Calls,Total,36-50,Outpatient,,Member,684556.96,259,187,663,135,,2643.0770656,5070.7922963,2.0654020843,1279.6912939,2455.1114453
Outreach,run1,Engaged,2017,HA Case Calls,Total,36-50,Pharmacy,,Member,698447.88,259,187,2771,209,,2696.7099614,3341.8558852,2.0654020843,1305.6585843,1618.0170973
Outreach,run1,Engaged,2017,HA Case Calls,Total,36-50,Professional,,Member,757783.72,259,187,2430,233,,2925.8058687,3252.2906438,2.0654020843,1416.5793145,1574.6525427
Outreach,run1,Engaged,2017,HA Case Calls,Total,36-50,Total,,Member,2846379.26,259,187,,,,10989.881313,,2.0654020843,5320.9403614,
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,ER,,Member,259425.43,499,361,147,90,,519.89064128,2882.5047778,2.0654020843,251.71401019,1395.6143454
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,Inpatient,,Member,1782327.32,499,361,82,39,,3571.7982365,45700.700513,2.0654020843,1729.3476479,22126.781444
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,Medical,,Member,5495586.19,499,361,6813,462,,11013.198778,11895.208203,2.0654020843,5332.2299136,5759.2699717
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,Office Visit,,Member,51650.72,499,361,276,208,,103.50845691,248.32076923,2.0654020843,50.115402566,120.22877827
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,Outpatient,,Member,2191145.21,499,361,2480,293,,4391.0725651,7478.3112969,2.0654020843,2126.0134279,3620.753244
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,Pharmacy,,Member,1388218.93,499,361,6301,435,,2782.0018637,3191.3078851,2.0654020843,1346.9541282,1545.1266895
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,Professional,,Member,1522113.66,499,361,5362,462,,3050.327976,3294.6183117,2.0654020843,1476.8688379,1595.1462123
Outreach,run1,Engaged,2017,HA Case Calls,Total,51-65,Total,,Member,6883805.12,499,361,,,,13795.200641,,2.0654020843,6679.1840418,
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,ER,,Member,15307.97,36,21,13,5,,425.22138889,3061.594,2.0654020843,205.87826076,1482.3234775
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,Inpatient,,Member,227960.08,36,21,17,5,,6332.2244444,45592.016,2.0654020843,3065.8555506,22074.159965
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,Medical,,Member,473072.07,36,21,611,34,,13140.890833,13913.884412,2.0654020843,6362.3886764,6736.6468339
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,Office Visit,,Member,2773.8,36,21,14,11,,77.05,252.16363636,2.0654020843,37.305084848,122.08936859
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,Outpatient,,Member,100868.26,36,21,168,22,,2801.8961111,4584.9209091,2.0654020843,1356.5862707,2219.868443
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,Pharmacy,,Member,145610.75,36,21,560,33,,4044.7430556,4412.4469697,2.0654020843,1958.3320295,2136.362214
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,Professional,,Member,144243.73,36,21,511,33,,4006.7702778,4371.0221212,2.0654020843,1939.946855,2116.30566
Outreach,run1,Engaged,2017,HA Case Calls,Total,>65,Total,,Member,618682.82,36,21,,,,17185.633889,,2.0654020843,8320.720706,
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,ER,,Member,34317.07,149,121,21,16,,230.31590604,2144.816875,2.0654020843,111.51141358,1038.450039
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Inpatient,,Member,79963.23,149,121,6,6,,536.66597315,13327.205,2.0654020843,259.8360761,6452.5958899
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Maternity,,Member,28097.14,149,121,26,5,,188.5714094,5619.428,2.0654020843,91.300096398,2720.7428727
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Medical,,Member,496933.78,149,121,922,121,,3335.1260403,4106.8907438,2.0654020843,1614.758727,1988.4219034
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Office Visit,,Member,14146.98,149,121,77,55,,94.946174497,257.21781818,2.0654020843,45.96982603,124.53643779
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Outpatient,,Member,183435.38,149,121,166,42,,1231.1099329,4367.5090476,2.0654020843,596.06308246,2114.6047449
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Pharmacy,,Member,56922.05,149,121,692,105,,382.02718121,542.1147619,2.0654020843,184.965041,262.47420104
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Professional,,Member,233535.17,149,121,850,120,,1567.3501342,1946.1264167,2.0654020843,758.85956839,942.25063075
Outreach,run1,Engaged,2017,MEP Login,Total,18-35,Total,,Member,553855.83,149,121,,,,3717.1532215,,2.0654020843,1799.723768,
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,ER,,Member,142262.84,360,274,73,48,,395.17455556,2963.8091667,2.0654020843,191.33056878,1434.9792659
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Inpatient,,Member,673263.82,360,274,35,21,,1870.1772778,32060.181905,2.0654020843,905.47854677,15522.489373
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Maternity,,Member,11797.88,360,274,5,2,,32.771888889,5898.94,2.0654020843,15.86707457,2856.0734226
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Medical,,Member,1996134.23,360,274,3072,295,,5544.8173056,6766.5567119,2.0654020843,2684.6188196,3276.1450002
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Office Visit,,Member,31568.44,360,274,175,136,,87.690111111,232.12088235,2.0654020843,42.456677941,112.38532396
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Outpatient,,Member,555101,360,274,626,154,,1541.9472222,3604.5519481,2.0654020843,746.56031092,1745.2059216
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Pharmacy,,Member,461568.7,360,274,2553,246,,1282.1352778,1876.2955285,2.0654020843,620.76788221,908.44080323
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Professional,,Member,767769.41,360,274,2811,294,,2132.6928056,2611.4605782,2.0654020843,1032.5799619,1264.3836268
Outreach,run1,Engaged,2017,MEP Login,Total,36-50,Total,,Member,2457702.93,360,274,,,,6826.9525833,,2.0654020843,3305.3867018,
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,ER,,Member,189541.54,553,428,110,69,,342.75142857,2746.9788406,2.0654020843,165.94900876,1329.9971281
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,Inpatient,,Member,555268.42,553,428,27,21,,1004.1020253,26441.353333,2.0654020843,486.15329332,12802.036724
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,Medical,,Member,2915258.75,553,428,5799,512,,5271.715642,5693.8647461,2.0654020843,2552.3919444,2756.7827056
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,Office Visit,,Member,65822.68,553,428,348,267,,119.02835443,246.52689139,2.0654020843,57.629628311,119.36024141
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,Outpatient,,Member,1185663.51,553,428,1849,303,,2144.0569801,3913.0808911,2.0654020843,1038.0821228,1894.5855245
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,Pharmacy,,Member,1033324.73,553,428,5758,467,,1868.5799819,2212.686788,2.0654020843,904.70518846,1071.3104266
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,Professional,,Member,1174326.82,553,428,4738,512,,2123.5566365,2293.6070703,2.0654020843,1028.1565283,1110.4893753
Outreach,run1,Engaged,2017,MEP Login,Total,51-65,Total,,Member,3948583.48,553,428,,,,7140.2956239,,2.0654020843,3457.0971329,
Outreach,run1,Engaged,2017,MEP Login,Total,>65,ER,,Member,3859,27,18,5,1,,142.92592593,3859,2.0654020843,69.200049236,1868.4013294
Outreach,run1,Engaged,2017,MEP Login,Total,>65,Inpatient,,Member,95672.44,27,18,10,2,,3543.4237037,47836.22,2.0654020843,1715.6096291,23160.729992
Outreach,run1,Engaged,2017,MEP Login,Total,>65,Medical,,Member,197521.95,27,18,363,26,,7315.6277778,7596.9980769,2.0654020843,3541.9872157,3678.2174932
Outreach,run1,Engaged,2017,MEP Login,Total,>65,Office Visit,,Member,2610.72,27,18,12,9,,96.693333333,290.08,2.0654020843,46.815743079,140.44722924
Outreach,run1,Engaged,2017,MEP Login,Total,>65,Outpatient,,Member,42125.68,27,18,99,14,,1560.2103704,3008.9771429,2.0654020843,755.40272872,1456.8481197
Outreach,run1,Engaged,2017,MEP Login,Total,>65,Pharmacy,,Member,79366.14,27,18,371,26,,2939.4866667,3052.5438462,2.0654020843,1423.2031085,1477.9416896
Outreach,run1,Engaged,2017,MEP Login,Total,>65,Professional,,Member,59723.83,27,18,298,26,,2211.9937037,2297.0703846,2.0654020843,1070.9748579,1112.1661986
Outreach,run1,Engaged,2017,MEP Login,Total,>65,Total,,Member,276888.09,27,18,,,,10255.114444,,2.0654020843,4965.1903242,
Outreach,run1,Engaged,2017,Tier,Total,18-35,ER,High,Member,39196.36,149,118,23,18,,263.06281879,2177.5755556,2.0654020843,127.36639553,1054.3107185
Outreach,run1,Engaged,2017,Tier,Total,18-35,Inpatient,High,Member,194019.93,149,118,9,9,,1302.1471812,21557.77,2.0654020843,630.45699,10437.565723
Outreach,run1,Engaged,2017,Tier,Total,18-35,Maternity,High,Member,32344.14,149,118,31,6,,217.0747651,5390.69,2.0654020843,105.10048709,2609.9954295
Outreach,run1,Engaged,2017,Tier,Total,18-35,Medical,High,Member,690827.14,149,118,941,119,,4636.4237584,5805.270084,2.0654020843,2244.8044348,2810.7215192
Outreach,run1,Engaged,2017,Tier,Total,18-35,Office Visit,High,Member,12726.89,149,118,68,47,,85.415369128,270.78489362,2.0654020843,41.355322422,131.10517108
Outreach,run1,Engaged,2017,Tier,Total,18-35,Outpatient,High,Member,240900.45,149,118,187,45,,1616.7815436,5353.3433333,2.0654020843,782.79263681,2591.9133974
Outreach,run1,Engaged,2017,Tier,Total,18-35,Pharmacy,High,Member,92260.17,149,118,719,103,,619.19577181,895.72980583,2.0654020843,299.79429987,433.68301632
Outreach,run1,Engaged,2017,Tier,Total,18-35,Professional,High,Member,255906.76,149,118,854,118,,1717.4950336,2168.7013559,2.0654020843,831.55480796,1050.0141219
Outreach,run1,Engaged,2017,Tier,Total,18-35,Total,High,Member,783087.31,149,118,,,,5255.6195302,,2.0654020843,2544.5987346,
Outreach,run1,Engaged,2017,Tier,Total,36-50,ER,High,Member,247798.32,408,315,118,67,,607.34882353,3698.4823881,2.0654020843,294.05839577,1790.6839623
Outreach,run1,Engaged,2017,Tier,Total,36-50,Inpatient,High,Member,863092.85,408,315,46,29,,2115.423652,29761.822414,2.0654020843,1024.2188037,14409.699032
Outreach,run1,Engaged,2017,Tier,Total,36-50,Maternity,High,Member,22183.36,408,315,21,4,,54.370980392,5545.84,2.0654020843,26.324646811,2685.1139747
Outreach,run1,Engaged,2017,Tier,Total,36-50,Medical,High,Member,2619521.11,408,315,3726,351,,6420.3948775,7463.0231054,2.0654020843,3108.5447847,3613.3512027
Outreach,run1,Engaged,2017,Tier,Total,36-50,Office Visit,High,Member,36316.99,408,315,198,151,,89.012230392,240.50986755,2.0654020843,43.096804767,116.44699566
Outreach,run1,Engaged,2017,Tier,Total,36-50,Outpatient,High,Member,797780.37,408,315,847,198,,1955.3440441,4029.1937879,2.0654020843,946.71350387,1950.8035837
Outreach,run1,Engaged,2017,Tier,Total,36-50,Pharmacy,High,Member,767243.82,408,315,3533,297,,1880.4995588,2583.3125253,2.0654020843,910.47625696,1250.7552621
Outreach,run1,Engaged,2017,Tier,Total,36-50,Professional,High,Member,958647.89,408,315,3399,350,,2349.6271814,2738.9939714,2.0654020843,1137.6124771,1326.1311162
Outreach,run1,Engaged,2017,Tier,Total,36-50,Total,High,Member,3386764.93,408,315,,,,8300.8944363,,2.0654020843,4019.0210417,
Outreach,run1,Engaged,2017,Tier,Total,51-65,ER,High,Member,322989.27,686,512,177,110,,470.82983965,2936.2660909,2.0654020843,227.9603779,1421.6438113
Outreach,run1,Engaged,2017,Tier,Total,51-65,Inpatient,High,Member,1851961.3,686,512,84,41,,2699.6520408,45169.787805,2.0654020843,1307.0830427,21869.73091
Outreach,run1,Engaged,2017,Tier,Total,51-65,Medical,High,Member,6171282.44,686,512,8375,636,,8996.0385423,9703.2742767,2.0654020843,4355.5870359,4698.0074004
Outreach,run1,Engaged,2017,Tier,Total,51-65,Office Visit,High,Member,73013.48,686,512,389,299,,106.43364431,244.1922408,2.0654020843,51.531682438,118.22988011
Outreach,run1,Engaged,2017,Tier,Total,51-65,Outpatient,High,Member,2480157.1,686,512,2829,399,,3615.3893586,6215.9325815,2.0654020843,1750.4530406,3009.5508418
Outreach,run1,Engaged,2017,Tier,Total,51-65,Pharmacy,High,Member,1612863.05,686,512,7984,584,,2351.1123178,2761.7517979,2.0654020843,1138.3315315,1337.14971
Outreach,run1,Engaged,2017,Tier,Total,51-65,Professional,High,Member,1839164.04,686,512,6790,636,,2680.9971429,2891.7673585,2.0654020843,1298.0509525,1400.0989834
Outreach,run1,Engaged,2017,Tier,Total,51-65,Total,High,Member,7784145.49,686,512,,,,11347.15086,,2.0654020843,5493.9185674,
Outreach,run1,Engaged,2017,Tier,Total,>65,ER,High,Member,15307.97,41,23,13,5,,373.36512195,3061.594,2.0654020843,180.77115579,1482.3234775
Outreach,run1,Engaged,2017,Tier,Total,>65,Inpatient,High,Member,227960.08,41,23,17,5,,5560.0019512,45592.016,2.0654020843,2691.9707274,22074.159965
Outreach,run1,Engaged,2017,Tier,Total,>65,Medical,High,Member,486855.95,41,23,642,39,,11874.535366,12483.485897,2.0654020843,5749.2608612,6044.0947515
Outreach,run1,Engaged,2017,Tier,Total,>65,Office Visit,High,Member,2963.93,41,23,15,12,,72.29097561,246.99416667,2.0654020843,35.000921205,119.58648079
Outreach,run1,Engaged,2017,Tier,Total,>65,Outpatient,High,Member,107955.39,41,23,173,25,,2633.0582927,4318.2156,2.0654020843,1274.8405324,2090.7384731
Outreach,run1,Engaged,2017,Tier,Total,>65,Pharmacy,High,Member,156820.72,41,23,610,38,,3824.8956098,4126.8610526,2.0654020843,1851.8891013,1998.0908725
Outreach,run1,Engaged,2017,Tier,Total,>65,Professional,High,Member,150940.48,41,23,541,38,,3681.475122,3972.1178947,2.0654020843,1782.4496014,1923.1693068
Outreach,run1,Engaged,2017,Tier,Total,>65,Total,High,Member,643676.67,41,23,,,,15699.430976,,2.0654020843,7601.1499625,
Outreach,run1,Engaged,2017,Tier,Total,18-35,ER,Low,Member,44874.11,85,73,22,13,,527.93070588,3451.8546154,2.0654020843,255.60674597,1671.2748775
Outreach,run1,Engaged,2017,Tier,Total,18-35,Inpatient,Low,Member,23986.67,85,73,3,3,,282.19611765,7995.5566667,2.0654020843,136.63011178,3871.1865004
Outreach,run1,Engaged,2017,Tier,Total,18-35,Maternity,Low,Member,15262.68,85,73,22,5,,179.56094118,3052.536,2.0654020843,86.937522985,1477.9378907
Outreach,run1,Engaged,2017,Tier,Total,18-35,Medical,Low,Member,210963.86,85,73,310,53,,2481.9277647,3980.4501887,2.0654020843,1201.6680837,1927.2035305
Outreach,run1,Engaged,2017,Tier,Total,18-35,Office Visit,Low,Member,4798.19,85,73,27,24,,56.449294118,199.92458333,2.0654020843,27.330898205,96.796931142
Outreach,run1,Engaged,2017,Tier,Total,18-35,Outpatient,Low,Member,100789.3,85,73,86,28,,1185.7564706,3599.6178571,2.0654020843,574.10442238,1742.8169965
Outreach,run1,Engaged,2017,Tier,Total,18-35,Pharmacy,Low,Member,21161.94,85,73,314,48,,248.964,440.87375,2.0654020843,120.54020953,213.45662104
Outreach,run1,Engaged,2017,Tier,Total,18-35,Professional,Low,Member,86187.89,85,73,289,53,,1013.9751765,1626.1866038,2.0654020843,490.93354954,787.3462587
Outreach,run1,Engaged,2017,Tier,Total,18-35,Total,Low,Member,232125.8,85,73,,,,2730.8917647,,2.0654020843,1322.2082932,
Outreach,run1,Engaged,2017,Tier,Total,36-50,ER,Low,Member,104009.94,247,207,67,41,,421.09287449,2536.8278049,2.0654020843,203.8793694,1228.2488839
Outreach,run1,Engaged,2017,Tier,Total,36-50,Inpatient,Low,Member,78495.54,247,207,9,8,,317.7957085,9811.9425,2.0654020843,153.86626697,4750.6209927
Outreach,run1,Engaged,2017,Tier,Total,36-50,Medical,Low,Member,998816.74,247,207,1446,183,,4043.7924696,5458.0149727,2.0654020843,1957.871787,2642.5919748
Outreach,run1,Engaged,2017,Tier,Total,36-50,Office Visit,Low,Member,15082.78,247,207,80,64,,61.06388664,235.6684375,2.0654020843,29.56513267,114.1029339
Outreach,run1,Engaged,2017,Tier,Total,36-50,Outpatient,Low,Member,620846.21,247,207,281,89,,2513.5474089,6975.8001124,2.0654020843,1216.9772792,3377.4537972
Outreach,run1,Engaged,2017,Tier,Total,36-50,Pharmacy,Low,Member,238613.13,247,207,1450,162,,966.04506073,1472.9205556,2.0654020843,467.72735831,713.13986112
Outreach,run1,Engaged,2017,Tier,Total,36-50,Professional,Low,Member,299474.99,247,207,1358,182,,1212.4493522,1645.466978,2.0654020843,587.02824087,796.68118404
Outreach,run1,Engaged,2017,Tier,Total,36-50,Total,Low,Member,1237429.87,247,207,,,,5009.8375304,,2.0654020843,2425.5991453,
Outreach,run1,Engaged,2017,Tier,Total,51-65,ER,Low,Member,138303.11,378,315,74,48,,365.88124339,2881.3147917,2.0654020843,177.14770706,1395.0381931
Outreach,run1,Engaged,2017,Tier,Total,51-65,Inpatient,Low,Member,175740.32,378,315,10,8,,464.92148148,21967.54,2.0654020843,225.09974451,10635.962928
Outreach,run1,Engaged,2017,Tier,Total,51-65,Medical,Low,Member,1320818.35,378,315,2485,323,,3494.2284392,4089.2208978,2.0654020843,1691.7908942,1979.8667431
Outreach,run1,Engaged,2017,Tier,Total,51-65,Office Visit,Low,Member,27220.91,378,315,152,122,,72.012989418,223.12221311,2.0654020843,34.866329402,108.02846323
Outreach,run1,Engaged,2017,Tier,Total,51-65,Outpatient,Low,Member,549215.52,378,315,540,175,,1452.9511111,3138.3744,2.0654020843,703.47131058,1519.4980309
Outreach,run1,Engaged,2017,Tier,Total,51-65,Pharmacy,Low,Member,334534.98,378,315,2976,282,,885.0131746,1186.2942553,2.0654020843,428.4943747,574.36480012
Outreach,run1,Engaged,2017,Tier,Total,51-65,Professional,Low,Member,595862.51,378,315,2314,322,,1576.3558466,1850.5046894,2.0654020843,763.21983915,895.95372422
Outreach,run1,Engaged,2017,Tier,Total,51-65,Total,Low,Member,1655353.33,378,315,,,,4379.2416138,,2.0654020843,2120.2852689,
Outreach,run1,Engaged,2017,Tier,Total,>65,ER,Low,Member,3022.47,20,17,2,2,,151.1235,1511.235,2.0654020843,73.169045945,731.69045945
Outreach,run1,Engaged,2017,Tier,Total,>65,Medical,Low,Member,107774.93,20,17,201,18,,5388.7465,5987.4961111,2.0654020843,2609.0544505,2898.9493894
Outreach,run1,Engaged,2017,Tier,Total,>65,Office Visit,Low,Member,1572.53,20,17,6,6,,78.6265,262.08833333,2.0654020843,38.068374482,126.89458161
Outreach,run1,Engaged,2017,Tier,Total,>65,Outpatient,Low,Member,57462.88,20,17,60,9,,2873.144,6384.7644444,2.0654020843,1391.0821635,3091.2936968
Outreach,run1,Engaged,2017,Tier,Total,>65,Pharmacy,Low,Member,32693.5,20,17,253,17,,1634.675,1923.1470588,2.0654020843,791.45606196,931.12477878
Outreach,run1,Engaged,2017,Tier,Total,>65,Professional,Low,Member,50312.05,20,17,169,18,,2515.6025,2795.1138889,2.0654020843,1217.9722869,1353.302541
Outreach,run1,Engaged,2017,Tier,Total,>65,Total,Low,Member,140468.43,20,17,,,,7023.4215,,2.0654020843,3400.5105124,
Outreach,run1,Engaged,2017,Total,Total,18-35,ER,,Member,84070.47,234,191,45,31,,359.27551282,2711.9506452,2.0654020843,173.94942881,1313.0376239
Outreach,run1,Engaged,2017,Total,Total,18-35,Inpatient,,Member,218006.6,234,191,12,12,,931.65213675,18167.216667,2.0654020843,451.07543167,8795.9709176
Outreach,run1,Engaged,2017,Total,Total,18-35,Maternity,,Member,47606.82,234,191,53,11,,203.44794872,4327.8927273,2.0654020843,98.50282919,2095.423821
Outreach,run1,Engaged,2017,Total,Total,18-35,Medical,,Member,901791,234,191,1251,172,,3853.8076923,5242.9709302,2.0654020843,1865.8873842,2538.4746971
Outreach,run1,Engaged,2017,Total,Total,18-35,Office Visit,,Member,17525.08,234,191,95,71,,74.893504274,246.83211268,2.0654020843,36.260980292,119.50801955
Outreach,run1,Engaged,2017,Total,Total,18-35,Outpatient,,Member,341689.75,234,191,273,73,,1460.2126068,4680.6815068,2.0654020843,706.98708883,2266.2325861
Outreach,run1,Engaged,2017,Total,Total,18-35,Pharmacy,,Member,113422.11,234,191,1033,151,,484.70987179,751.13980132,2.0654020843,234.68063458,363.67727477
Outreach,run1,Engaged,2017,Total,Total,18-35,Professional,,Member,342094.65,234,191,1143,171,,1461.9429487,2000.5535088,2.0654020843,707.82486366,968.60244501
Outreach,run1,Engaged,2017,Total,Total,18-35,Total,,Member,1015213.11,234,191,,,,4338.5175641,,2.0654020843,2100.5680187,
Outreach,run1,Engaged,2017,Total,Total,36-50,ER,,Member,351808.26,655,522,185,108,,537.11184733,3257.4838889,2.0654020843,260.05195376,1577.1669418
Outreach,run1,Engaged,2017,Total,Total,36-50,Inpatient,,Member,941588.39,655,522,55,37,,1437.5395267,25448.334865,2.0654020843,696.0095265,12321.249726
Outreach,run1,Engaged,2017,Total,Total,36-50,Maternity,,Member,22183.36,655,522,21,4,,33.867725191,5545.84,2.0654020843,16.397642594,2685.1139747
Outreach,run1,Engaged,2017,Total,Total,36-50,Medical,,Member,3618337.85,655,522,5172,534,,5524.1799237,6775.9135768,2.0654020843,2674.6268756,3280.6752875
Outreach,run1,Engaged,2017,Total,Total,36-50,Office Visit,,Member,51399.77,655,522,278,215,,78.472931298,239.06869767,2.0654020843,37.994021549,115.74922844
Outreach,run1,Engaged,2017,Total,Total,36-50,Outpatient,,Member,1418626.58,655,522,1128,287,,2165.8421069,4942.9497561,2.0654020843,1048.6297672,2393.2142771
Outreach,run1,Engaged,2017,Total,Total,36-50,Pharmacy,,Member,1005856.95,655,522,4983,459,,1535.6594656,2191.4094771,2.0654020843,743.51598526,1061.00865
Outreach,run1,Engaged,2017,Total,Total,36-50,Professional,,Member,1258122.88,655,522,4757,532,,1920.7982901,2364.8926316,2.0654020843,929.98758193,1145.0035078
Outreach,run1,Engaged,2017,Total,Total,36-50,Total,,Member,4624194.8,655,522,,,,7059.8393893,,2.0654020843,3418.1428609,
Outreach,run1,Engaged,2017,Total,Total,51-65,ER,,Member,461292.38,1064,827,251,158,,433.54546992,2919.5720253,2.0654020843,209.908508,1413.5610918
Outreach,run1,Engaged,2017,Total,Total,51-65,Inpatient,,Member,2027701.62,1064,827,94,49,,1905.7346053,41381.665714,2.0654020843,922.69423942,20035.646342
Outreach,run1,Engaged,2017,Total,Total,51-65,Medical,,Member,7492100.79,1064,827,10860,959,,7041.4481109,7812.4095829,2.0654020843,3409.2384066,3782.5126847
Outreach,run1,Engaged,2017,Total,Total,51-65,Office Visit,,Member,100234.39,1064,827,541,421,,94.205253759,238.08643705,2.0654020843,45.611096491,115.27365004
Outreach,run1,Engaged,2017,Total,Total,51-65,Outpatient,,Member,3029372.62,1064,827,3369,574,,2847.154718,5277.6526481,2.0654020843,1378.499005,2555.2664482
Outreach,run1,Engaged,2017,Total,Total,51-65,Pharmacy,,Member,1947398.03,1064,827,10960,866,,1830.2613064,2248.7275173,2.0654020843,886.15254159,1088.7601666
Outreach,run1,Engaged,2017,Total,Total,51-65,Professional,,Member,2435026.55,1064,827,9104,958,,2288.5587876,2541.7813674,2.0654020843,1108.0451622,1230.6472366
Outreach,run1,Engaged,2017,Total,Total,51-65,Total,,Member,9439498.82,1064,827,,,,8871.7094173,,2.0654020843,4295.3909482,
Outreach,run1,Engaged,2017,Total,Total,>65,ER,,Member,18330.44,61,40,15,7,,300.49901639,2618.6342857,2.0654020843,145.49177551,1267.8569009
Outreach,run1,Engaged,2017,Total,Total,>65,Inpatient,,Member,227960.08,61,40,17,5,,3737.0504918,45592.016,2.0654020843,1809.3573742,22074.159965
Outreach,run1,Engaged,2017,Total,Total,>65,Medical,,Member,594630.88,61,40,843,57,,9748.0472131,10432.120702,2.0654020843,4719.6849888,5050.890953
Outreach,run1,Engaged,2017,Total,Total,>65,Office Visit,,Member,4536.46,61,40,21,18,,74.368196721,252.02555556,2.0654020843,36.006643591,122.02251439
Outreach,run1,Engaged,2017,Total,Total,>65,Outpatient,,Member,165418.27,61,40,233,34,,2711.774918,4865.2432353,2.0654020843,1312.9525426,2355.5913264
Outreach,run1,Engaged,2017,Total,Total,>65,Pharmacy,,Member,189514.22,61,40,863,55,,3106.7904918,3445.7130909,2.0654020843,1504.2061376,1668.3013526
Outreach,run1,Engaged,2017,Total,Total,>65,Professional,,Member,201252.53,61,40,710,56,,3299.2218033,3593.7951786,2.0654020843,1597.3750721,1739.9978464
Outreach,run1,Engaged,2017,Total,Total,>65,Total,,Member,784145.1,61,40,,,,12854.837705,,2.0654020843,6223.8911264,
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,ER,,Member,16221.31,62,48,8,7,,261.63403226,2317.33,2.0654020843,126.67462391,1121.9752404
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Inpatient,,Member,38709.72,62,48,4,4,,624.35032258,9677.43,2.0654020843,302.28996442,4685.4944486
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Maternity,,Member,25468.47,62,48,19,3,,410.78177419,8489.49,2.0654020843,198.88707256,4110.3328328
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Medical,,Member,232361.93,62,48,413,51,,3747.7730645,4556.1162745,2.0654020843,1814.5488925,2205.922183
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Office Visit,,Member,6298.12,62,48,36,23,,101.58258065,273.83130435,2.0654020843,49.182956393,132.58014332
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Outpatient,,Member,61865.72,62,48,62,19,,997.83419355,3256.0905263,2.0654020843,483.1186146,1576.4923213
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Pharmacy,,Member,17224.21,62,48,237,45,,277.80983871,382.76022222,2.0654020843,134.50641927,185.31995544
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Professional,,Member,131786.49,62,48,394,50,,2125.5885484,2635.7298,2.0654020843,1029.1403134,1276.1339887
Outreach,run1,Engaged,2017,Wellness Commitments,Total,18-35,Total,,Member,249586.14,62,48,,,,4025.5829032,,2.0654020843,1949.0553117,
Outreach,run1,Engaged,2017,Wellness Commitments,Total,36-50,ER,,Member,48998.85,156,110,24,19,,314.09519231,2578.8868421,2.0654020843,152.07459831,1248.6124914
Outreach,run1,Engaged,2017,Wellness Commitments,Total,36-50,Inpatient,,Member,358463,156,110,20,10,,2297.8397436,35846.3,2.0654020843,1112.538697,17355.603673
Outreach,run1,Engaged,2017,Wellness Commitments,Total,36-50,Maternity,,Member,11797.88,156,110,5,2,,75.627435897,5898.94,2.0654020843,36.616325931,2856.0734226
