population,run,group,year,contact_type,age_category,cost_location,engage_tier,cost_attributed,total_cost,members,employees,visits,members_clm,hierarchy,pmpy_cost,pmpy_cost_clm,avg_risk,pmpy_cost_risk,pmpy_cost_clm_risk
Outreach,run1,Non-Outreach,2018,Total,51-65,Medical,,Employee,24282944.33,8794,5470,39981,4705,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,51-65,Office Visit,,Employee,477807.99,8794,5470,2631,2050,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,51-65,Outpatient,,Employee,10904802.14,8794,5470,8569,2398,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,51-65,Pharmacy,,Employee,10166510.99,8794,5470,49778,4592,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,51-65,Professional,,Employee,8680588.66,8794,5470,33724,4593,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,51-65,Total,,Employee,34449455.32,8794,5470,,,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,ER,,Employee,93848.75,675,369,64,42,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,Inpatient,,Employee,371229.12,675,369,15,11,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,Medical,,Employee,2168717.29,675,369,3504,338,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,Office Visit,,Employee,35209.16,675,369,163,135,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,Outpatient,,Employee,1014792.01,675,369,938,198,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,Pharmacy,,Employee,624554.01,675,369,4605,326,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,Professional,,Employee,782696.16,675,369,2810,331,,,,0.988468847,,
Outreach,run1,Non-Outreach,2018,Total,>65,Total,,Employee,2793271.3,675,369,,,,,,0.988468847,,
Outreach,run1,Engaged,2017,MEP Login,,Medical,,Employee,,,,0,0,7,,,,,
Outreach,run1,Engaged,2017,MEP Login,,Total,,Employee,,,,,,7,,,,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,ER,,Member,1735.98,18,18,1,1,,96.44333333,1735.98,1.54191308,62.54784048,1125.861129
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Inpatient,,Member,4982.54,18,18,1,1,,276.8077778,4982.54,1.54191308,179.522297,3231.401345
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Maternity,,Member,1302.02,18,18,6,1,,72.33444444,1302.02,1.54191308,46.91214142,844.4185455
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Medical,,Member,22021.45,18,18,56,11,,1223.413889,2001.95,1.54191308,793.4389461,1298.354639
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Office Visit,,Member,1324.08,18,18,8,7,,73.56,189.1542857,1.54191308,47.70696933,122.675064
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Outpatient,,Member,6217.49,18,18,25,7,,345.4161111,888.2128571,1.54191308,224.0178877,576.0459969
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Pharmacy,,Member,4501.82,18,18,66,10,,250.1011111,450.182,1.54191308,162.2018221,291.9632799
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Professional,,Member,10821.42,18,18,39,11,,601.19,983.7654546,1.54191308,389.8987614,638.0161551
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Total,,Member,26523.27,18,18,,,,1473.515,,1.54191308,955.6407682,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,ER,,Member,15476.67,32,32,9,4,,483.6459375,3869.1675,1.54191308,313.6661488,2509.329191
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Inpatient,,Member,70345.98,32,32,4,3,,2198.311875,23448.66,1.54191308,1425.704149,15207.51092
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Maternity,,Member,6536.58,32,32,16,2,,204.268125,3268.29,1.54191308,132.4770687,2119.633099
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Medical,,Member,160670.41,32,32,266,29,,5020.950313,5540.358966,1.54191308,3256.312161,3593.17204
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Office Visit,,Member,2341.26,32,32,12,10,,73.164375,234.126,1.54191308,47.45038872,151.8412439
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Outpatient,,Member,36476.03,32,32,79,14,,1139.875938,2605.430714,1.54191308,739.2608264,1689.739032
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Pharmacy,,Member,13243.18,32,32,263,26,,413.849375,509.3530769,1.54191308,268.399938,330.3383852
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Professional,,Member,53848.4,32,32,213,29,,1682.7625,1856.841379,1.54191308,1091.347186,1204.24517
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Total,,Member,173913.59,32,32,,,,5434.799688,,1.54191308,3524.712099,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,ER,,Member,7086.9,55,55,6,5,,128.8527273,1417.38,1.54191308,83.56679048,919.2346953
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Medical,,Member,172623.72,55,55,425,49,,3138.613091,3522.933061,1.54191308,2035.53179,2284.780581
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Office Visit,,Member,3847.35,55,55,23,19,,69.95181818,202.4921053,1.54191308,45.3669011,131.32524
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Outpatient,,Member,104147.28,55,55,102,31,,1893.586909,3359.589677,1.54191308,1228.0763,2178.845048
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Pharmacy,,Member,249635.35,55,55,685,48,,4538.824546,5200.736458,1.54191308,2943.631911,3372.911565
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Professional,,Member,68476.44,55,55,350,48,,1245.026182,1426.5925,1.54191308,807.4554904,925.209416
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Total,,Member,422259.07,55,55,,,,7677.437636,,1.54191308,4979.163701,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Medical,,Member,20111.64,2,2,36,2,,10055.82,10055.82,1.54191308,6521.651663,6521.651663
Outreach,run1,Engaged,2018,HA Case Calls,>65,Office Visit,,Member,100,2,2,1,1,,50,100,1.54191308,32.42724941,64.85449882
Outreach,run1,Engaged,2018,HA Case Calls,>65,Outpatient,,Member,15499.9,2,2,24,2,,7749.95,7749.95,1.54191308,5026.191231,5026.191231
Outreach,run1,Engaged,2018,HA Case Calls,>65,Pharmacy,,Member,8236.97,2,2,59,2,,4118.485,4118.485,1.54191308,2671.022806,2671.022806
Outreach,run1,Engaged,2018,HA Case Calls,>65,Professional,,Member,4611.74,2,2,23,2,,2305.87,2305.87,1.54191308,1495.460432,1495.460432
Outreach,run1,Engaged,2018,HA Case Calls,>65,Total,,Member,28348.61,2,2,,,,14174.305,,1.54191308,9192.674468,
Outreach,run1,Engaged,2018,Tier,18-35,ER,High,Member,1735.98,18,18,1,1,,96.44333333,1735.98,1.54191308,62.54784048,1125.861129
Outreach,run1,Engaged,2018,Tier,18-35,Inpatient,High,Member,4982.54,18,18,1,1,,276.8077778,4982.54,1.54191308,179.522297,3231.401345
Outreach,run1,Engaged,2018,Tier,18-35,Maternity,High,Member,1302.02,18,18,6,1,,72.33444444,1302.02,1.54191308,46.91214142,844.4185455
Outreach,run1,Engaged,2018,Tier,18-35,Medical,High,Member,22021.45,18,18,56,11,,1223.413889,2001.95,1.54191308,793.4389461,1298.354639
Outreach,run1,Engaged,2018,Tier,18-35,Office Visit,High,Member,1324.08,18,18,8,7,,73.56,189.1542857,1.54191308,47.70696933,122.675064
Outreach,run1,Engaged,2018,Tier,18-35,Outpatient,High,Member,6217.49,18,18,25,7,,345.4161111,888.2128571,1.54191308,224.0178877,576.0459969
Outreach,run1,Engaged,2018,Tier,18-35,Pharmacy,High,Member,4501.82,18,18,66,10,,250.1011111,450.182,1.54191308,162.2018221,291.9632799
Outreach,run1,Engaged,2018,Tier,18-35,Professional,High,Member,10821.42,18,18,39,11,,601.19,983.7654546,1.54191308,389.8987614,638.0161551
Outreach,run1,Engaged,2018,Tier,18-35,Total,High,Member,26523.27,18,18,,,,1473.515,,1.54191308,955.6407682,
Outreach,run1,Engaged,2018,Tier,36-50,ER,High,Member,15476.67,32,32,9,4,,483.6459375,3869.1675,1.54191308,313.6661488,2509.329191
Outreach,run1,Engaged,2018,Tier,36-50,Inpatient,High,Member,70345.98,32,32,4,3,,2198.311875,23448.66,1.54191308,1425.704149,15207.51092
Outreach,run1,Engaged,2018,Tier,36-50,Maternity,High,Member,6536.58,32,32,16,2,,204.268125,3268.29,1.54191308,132.4770687,2119.633099
Outreach,run1,Engaged,2018,Tier,36-50,Medical,High,Member,160670.41,32,32,266,29,,5020.950313,5540.358966,1.54191308,3256.312161,3593.17204
Outreach,run1,Engaged,2018,Tier,36-50,Office Visit,High,Member,2341.26,32,32,12,10,,73.164375,234.126,1.54191308,47.45038872,151.8412439
Outreach,run1,Engaged,2018,Tier,36-50,Outpatient,High,Member,36476.03,32,32,79,14,,1139.875938,2605.430714,1.54191308,739.2608264,1689.739032
Outreach,run1,Engaged,2018,Tier,36-50,Pharmacy,High,Member,13243.18,32,32,263,26,,413.849375,509.3530769,1.54191308,268.399938,330.3383852
Outreach,run1,Engaged,2018,Tier,36-50,Professional,High,Member,53848.4,32,32,213,29,,1682.7625,1856.841379,1.54191308,1091.347186,1204.24517
Outreach,run1,Engaged,2018,Tier,36-50,Total,High,Member,173913.59,32,32,,,,5434.799688,,1.54191308,3524.712099,
Outreach,run1,Engaged,2018,Tier,51-65,ER,High,Member,7086.9,55,55,6,5,,128.8527273,1417.38,1.54191308,83.56679048,919.2346953
Outreach,run1,Engaged,2018,Tier,51-65,Medical,High,Member,172623.72,55,55,425,49,,3138.613091,3522.933061,1.54191308,2035.53179,2284.780581
Outreach,run1,Engaged,2018,Tier,51-65,Office Visit,High,Member,3847.35,55,55,23,19,,69.95181818,202.4921053,1.54191308,45.3669011,131.32524
Outreach,run1,Engaged,2018,Tier,51-65,Outpatient,High,Member,104147.28,55,55,102,31,,1893.586909,3359.589677,1.54191308,1228.0763,2178.845048
Outreach,run1,Engaged,2018,Tier,51-65,Pharmacy,High,Member,249635.35,55,55,685,48,,4538.824546,5200.736458,1.54191308,2943.631911,3372.911565
Outreach,run1,Engaged,2018,Tier,51-65,Professional,High,Member,68476.44,55,55,350,48,,1245.026182,1426.5925,1.54191308,807.4554904,925.209416
Outreach,run1,Engaged,2018,Tier,51-65,Total,High,Member,422259.07,55,55,,,,7677.437636,,1.54191308,4979.163701,
Outreach,run1,Engaged,2018,Tier,>65,Medical,High,Member,20111.64,2,2,36,2,,10055.82,10055.82,1.54191308,6521.651663,6521.651663
Outreach,run1,Engaged,2018,Tier,>65,Office Visit,High,Member,100,2,2,1,1,,50,100,1.54191308,32.42724941,64.85449882
Outreach,run1,Engaged,2018,Tier,>65,Outpatient,High,Member,15499.9,2,2,24,2,,7749.95,7749.95,1.54191308,5026.191231,5026.191231
Outreach,run1,Engaged,2018,Tier,>65,Pharmacy,High,Member,8236.97,2,2,59,2,,4118.485,4118.485,1.54191308,2671.022806,2671.022806
Outreach,run1,Engaged,2018,Tier,>65,Professional,High,Member,4611.74,2,2,23,2,,2305.87,2305.87,1.54191308,1495.460432,1495.460432
Outreach,run1,Engaged,2018,Tier,>65,Total,High,Member,28348.61,2,2,,,,14174.305,,1.54191308,9192.674468,
Outreach,run1,Engaged,2018,Total,18-35,ER,,Member,1735.98,18,18,1,1,,96.44333333,1735.98,1.54191308,62.54784048,1125.861129
Outreach,run1,Engaged,2018,Total,18-35,Inpatient,,Member,4982.54,18,18,1,1,,276.8077778,4982.54,1.54191308,179.522297,3231.401345
Outreach,run1,Engaged,2018,Total,18-35,Maternity,,Member,1302.02,18,18,6,1,,72.33444444,1302.02,1.54191308,46.91214142,844.4185455
Outreach,run1,Engaged,2018,Total,18-35,Medical,,Member,22021.45,18,18,56,11,,1223.413889,2001.95,1.54191308,793.4389461,1298.354639
Outreach,run1,Engaged,2018,Total,18-35,Office Visit,,Member,1324.08,18,18,8,7,,73.56,189.1542857,1.54191308,47.70696933,122.675064
Outreach,run1,Engaged,2018,Total,18-35,Outpatient,,Member,6217.49,18,18,25,7,,345.4161111,888.2128571,1.54191308,224.0178877,576.0459969
Outreach,run1,Engaged,2018,Total,18-35,Pharmacy,,Member,4501.82,18,18,66,10,,250.1011111,450.182,1.54191308,162.2018221,291.9632799
Outreach,run1,Engaged,2018,Total,18-35,Professional,,Member,10821.42,18,18,39,11,,601.19,983.7654546,1.54191308,389.8987614,638.0161551
Outreach,run1,Engaged,2018,Total,18-35,Total,,Member,26523.27,18,18,,,,1473.515,,1.54191308,955.6407682,
Outreach,run1,Engaged,2018,Total,36-50,ER,,Member,15476.67,32,32,9,4,,483.6459375,3869.1675,1.54191308,313.6661488,2509.329191
Outreach,run1,Engaged,2018,Total,36-50,Inpatient,,Member,70345.98,32,32,4,3,,2198.311875,23448.66,1.54191308,1425.704149,15207.51092
Outreach,run1,Engaged,2018,Total,36-50,Maternity,,Member,6536.58,32,32,16,2,,204.268125,3268.29,1.54191308,132.4770687,2119.633099
Outreach,run1,Engaged,2018,Total,36-50,Medical,,Member,160670.41,32,32,266,29,,5020.950313,5540.358966,1.54191308,3256.312161,3593.17204
Outreach,run1,Engaged,2018,Total,36-50,Office Visit,,Member,2341.26,32,32,12,10,,73.164375,234.126,1.54191308,47.45038872,151.8412439
Outreach,run1,Engaged,2018,Total,36-50,Outpatient,,Member,36476.03,32,32,79,14,,1139.875938,2605.430714,1.54191308,739.2608264,1689.739032
Outreach,run1,Engaged,2018,Total,36-50,Pharmacy,,Member,13243.18,32,32,263,26,,413.849375,509.3530769,1.54191308,268.399938,330.3383852
Outreach,run1,Engaged,2018,Total,36-50,Professional,,Member,53848.4,32,32,213,29,,1682.7625,1856.841379,1.54191308,1091.347186,1204.24517
Outreach,run1,Engaged,2018,Total,36-50,Total,,Member,173913.59,32,32,,,,5434.799688,,1.54191308,3524.712099,
Outreach,run1,Engaged,2018,Total,51-65,ER,,Member,7086.9,55,55,6,5,,128.8527273,1417.38,1.54191308,83.56679048,919.2346953
Outreach,run1,Engaged,2018,Total,51-65,Medical,,Member,172623.72,55,55,425,49,,3138.613091,3522.933061,1.54191308,2035.53179,2284.780581
Outreach,run1,Engaged,2018,Total,51-65,Office Visit,,Member,3847.35,55,55,23,19,,69.95181818,202.4921053,1.54191308,45.3669011,131.32524
Outreach,run1,Engaged,2018,Total,51-65,Outpatient,,Member,104147.28,55,55,102,31,,1893.586909,3359.589677,1.54191308,1228.0763,2178.845048
Outreach,run1,Engaged,2018,Total,51-65,Pharmacy,,Member,249635.35,55,55,685,48,,4538.824546,5200.736458,1.54191308,2943.631911,3372.911565
Outreach,run1,Engaged,2018,Total,51-65,Professional,,Member,68476.44,55,55,350,48,,1245.026182,1426.5925,1.54191308,807.4554904,925.209416
Outreach,run1,Engaged,2018,Total,51-65,Total,,Member,422259.07,55,55,,,,7677.437636,,1.54191308,4979.163701,
Outreach,run1,Engaged,2018,Total,>65,Medical,,Member,20111.64,2,2,36,2,,10055.82,10055.82,1.54191308,6521.651663,6521.651663
Outreach,run1,Engaged,2018,Total,>65,Office Visit,,Member,100,2,2,1,1,,50,100,1.54191308,32.42724941,64.85449882
Outreach,run1,Engaged,2018,Total,>65,Outpatient,,Member,15499.9,2,2,24,2,,7749.95,7749.95,1.54191308,5026.191231,5026.191231
Outreach,run1,Engaged,2018,Total,>65,Pharmacy,,Member,8236.97,2,2,59,2,,4118.485,4118.485,1.54191308,2671.022806,2671.022806
Outreach,run1,Engaged,2018,Total,>65,Professional,,Member,4611.74,2,2,23,2,,2305.87,2305.87,1.54191308,1495.460432,1495.460432
Outreach,run1,Engaged,2018,Total,>65,Total,,Member,28348.61,2,2,,,,14174.305,,1.54191308,9192.674468,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,ER,,Member,1735.98,18,18,1,1,4,96.44333333,1735.98,1.54191308,62.54784048,1125.861129
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Inpatient,,Member,4982.54,18,18,1,1,4,276.8077778,4982.54,1.54191308,179.522297,3231.401345
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Maternity,,Member,1302.02,18,18,6,1,4,72.33444444,1302.02,1.54191308,46.91214142,844.4185455
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Medical,,Member,22021.45,18,18,56,11,4,1223.413889,2001.95,1.54191308,793.4389461,1298.354639
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Office Visit,,Member,1324.08,18,18,8,7,4,73.56,189.1542857,1.54191308,47.70696933,122.675064
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Outpatient,,Member,6217.49,18,18,25,7,4,345.4161111,888.2128571,1.54191308,224.0178877,576.0459969
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Pharmacy,,Member,4501.82,18,18,66,10,4,250.1011111,450.182,1.54191308,162.2018221,291.9632799
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Professional,,Member,10821.42,18,18,39,11,4,601.19,983.7654546,1.54191308,389.8987614,638.0161551
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Total,,Member,26523.27,18,18,,,4,1473.515,,1.54191308,955.6407682,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,ER,,Member,15476.67,32,32,9,4,4,483.6459375,3869.1675,1.54191308,313.6661488,2509.329191
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Inpatient,,Member,70345.98,32,32,4,3,4,2198.311875,23448.66,1.54191308,1425.704149,15207.51092
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Maternity,,Member,6536.58,32,32,16,2,4,204.268125,3268.29,1.54191308,132.4770687,2119.633099
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Medical,,Member,160670.41,32,32,266,29,4,5020.950313,5540.358966,1.54191308,3256.312161,3593.17204
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Office Visit,,Member,2341.26,32,32,12,10,4,73.164375,234.126,1.54191308,47.45038872,151.8412439
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Outpatient,,Member,36476.03,32,32,79,14,4,1139.875938,2605.430714,1.54191308,739.2608264,1689.739032
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Pharmacy,,Member,13243.18,32,32,263,26,4,413.849375,509.3530769,1.54191308,268.399938,330.3383852
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Professional,,Member,53848.4,32,32,213,29,4,1682.7625,1856.841379,1.54191308,1091.347186,1204.24517
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Total,,Member,173913.59,32,32,,,4,5434.799688,,1.54191308,3524.712099,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,ER,,Member,7086.9,55,55,6,5,4,128.8527273,1417.38,1.54191308,83.56679048,919.2346953
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Medical,,Member,172623.72,55,55,425,49,4,3138.613091,3522.933061,1.54191308,2035.53179,2284.780581
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Office Visit,,Member,3847.35,55,55,23,19,4,69.95181818,202.4921053,1.54191308,45.3669011,131.32524
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Outpatient,,Member,104147.28,55,55,102,31,4,1893.586909,3359.589677,1.54191308,1228.0763,2178.845048
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Pharmacy,,Member,249635.35,55,55,685,48,4,4538.824546,5200.736458,1.54191308,2943.631911,3372.911565
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Professional,,Member,68476.44,55,55,350,48,4,1245.026182,1426.5925,1.54191308,807.4554904,925.209416
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Total,,Member,422259.07,55,55,,,4,7677.437636,,1.54191308,4979.163701,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Medical,,Member,20111.64,2,2,36,2,4,10055.82,10055.82,1.54191308,6521.651663,6521.651663
Outreach,run1,Engaged,2018,HA Case Calls,>65,Office Visit,,Member,100,2,2,1,1,4,50,100,1.54191308,32.42724941,64.85449882
Outreach,run1,Engaged,2018,HA Case Calls,>65,Outpatient,,Member,15499.9,2,2,24,2,4,7749.95,7749.95,1.54191308,5026.191231,5026.191231
Outreach,run1,Engaged,2018,HA Case Calls,>65,Pharmacy,,Member,8236.97,2,2,59,2,4,4118.485,4118.485,1.54191308,2671.022806,2671.022806
Outreach,run1,Engaged,2018,HA Case Calls,>65,Professional,,Member,4611.74,2,2,23,2,4,2305.87,2305.87,1.54191308,1495.460432,1495.460432
Outreach,run1,Engaged,2018,HA Case Calls,>65,Total,,Member,28348.61,2,2,,,4,14174.305,,1.54191308,9192.674468,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,ER,,Employee,1735.98,18,18,1,1,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Inpatient,,Employee,4982.54,18,18,1,1,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Maternity,,Employee,1302.02,18,18,6,1,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Medical,,Employee,22021.45,18,18,56,11,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Office Visit,,Employee,1324.08,18,18,8,7,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Outpatient,,Employee,6217.49,18,18,25,7,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Pharmacy,,Employee,4501.82,18,18,66,10,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Professional,,Employee,10821.42,18,18,39,11,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,18-35,Total,,Employee,26523.27,18,18,,,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,ER,,Employee,15476.67,32,32,9,4,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Inpatient,,Employee,70345.98,32,32,4,3,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Maternity,,Employee,6536.58,32,32,16,2,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Medical,,Employee,160670.41,32,32,266,29,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Office Visit,,Employee,2341.26,32,32,12,10,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Outpatient,,Employee,36476.03,32,32,79,14,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Pharmacy,,Employee,13243.18,32,32,263,26,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Professional,,Employee,53848.4,32,32,213,29,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,36-50,Total,,Employee,173913.59,32,32,,,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,ER,,Employee,7086.9,55,55,6,5,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Medical,,Employee,172623.72,55,55,425,49,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Office Visit,,Employee,3847.35,55,55,23,19,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Outpatient,,Employee,104147.28,55,55,102,31,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Pharmacy,,Employee,249635.35,55,55,685,48,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Professional,,Employee,68476.44,55,55,350,48,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,51-65,Total,,Employee,422259.07,55,55,,,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Medical,,Employee,20111.64,2,2,36,2,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Office Visit,,Employee,100,2,2,1,1,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Outpatient,,Employee,15499.9,2,2,24,2,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Pharmacy,,Employee,8236.97,2,2,59,2,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Professional,,Employee,4611.74,2,2,23,2,,,,1.54191308,,
Outreach,run1,Engaged,2018,HA Case Calls,>65,Total,,Employee,28348.61,2,2,,,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,ER,High,Employee,1735.98,18,18,1,1,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Inpatient,High,Employee,4982.54,18,18,1,1,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Maternity,High,Employee,1302.02,18,18,6,1,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Medical,High,Employee,22021.45,18,18,56,11,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Office Visit,High,Employee,1324.08,18,18,8,7,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Outpatient,High,Employee,6217.49,18,18,25,7,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Pharmacy,High,Employee,4501.82,18,18,66,10,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Professional,High,Employee,10821.42,18,18,39,11,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,18-35,Total,High,Employee,26523.27,18,18,,,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,ER,High,Employee,15476.67,32,32,9,4,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Inpatient,High,Employee,70345.98,32,32,4,3,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Maternity,High,Employee,6536.58,32,32,16,2,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Medical,High,Employee,160670.41,32,32,266,29,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Office Visit,High,Employee,2341.26,32,32,12,10,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Outpatient,High,Employee,36476.03,32,32,79,14,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Pharmacy,High,Employee,13243.18,32,32,263,26,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Professional,High,Employee,53848.4,32,32,213,29,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,36-50,Total,High,Employee,173913.59,32,32,,,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,51-65,ER,High,Employee,7086.9,55,55,6,5,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,51-65,Medical,High,Employee,172623.72,55,55,425,49,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,51-65,Office Visit,High,Employee,3847.35,55,55,23,19,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,51-65,Outpatient,High,Employee,104147.28,55,55,102,31,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,51-65,Pharmacy,High,Employee,249635.35,55,55,685,48,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,51-65,Professional,High,Employee,68476.44,55,55,350,48,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,51-65,Total,High,Employee,422259.07,55,55,,,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,>65,Medical,High,Employee,20111.64,2,2,36,2,,,,1.54191308,,
Outreach,run1,Engaged,2018,Tier,>65,Office Visit,High,Employee,100,2,2,1,1,,,,1.54191308,,
